Altura (m),Idade,Sexo,Velocidade média (m/s),Cadência,Comprimento médio passada,Erro absoluto médio do comprimento de passo em metros,Desvio padrão comprimento passo medido em metros,Desvio padrão do erro de comprimento de passo em metros,Largura da passada,Erro largura da passada,Desvio padrão largura da passada,Comprimento médio de meio passo em metros,Erro absoluto médio do meio comprimento de passo em metros,Desvio padrão do comprimento médio de meio passo em metros,Desvio padrão do erro de comprimento de meio passo em metros,Comprimento do Swing em metros,Erro absoluto médio do swing em metros,Desvio padrão do swing em metros,Desvio padrão do erro de swing em metros,Comprimento do Stance em metros,Erro absoluto médio do stance em metros,Desvio padrão do stance em metros,Desvio padrão do erro de stance em metros,Distância inicial do pé em metros,Erro absoluto médio da distância entre os pés em metros,Desvio padrão da distância inicial entre os pés,Desvio padrão do erro da distância inicial entre os pés em metros,Ângulo médio de abertura das pernas durante a caminhada (°),Desvio padrão do ângulo médio dos passos em graus,Número de amostras do ângulo,Ângulo médio da coxa do joelho esquerdo,Desvio padrão do ângulo  médio da coxa do joelho esquerdo,Ângulo médio de flexão do joelho esquerdo,Desvio padrão do ângulo de flexão do joelho esquerdo,Ângulo médio de flexão do joelho direito,Desvio padrão do ângulo de flexão do joelho direito,Ângulo extensão do quadril (°),Desvio padrão do ângulo de extensão do quadril (°),Simetria do comprimento de passo,Desvio padrão da simetria do comprimento de passo,Movimento
1.7750,30.00,0,1.7610,42.0499,1.1679,0.1371,0.1371, 0.12,0.1435,0.0545,0.0863,0.5910,0.1555,0.1255,0.0997, 0.6099,0.1949,0.1378,0.1378,0.6545,0.1985,0.1350 ,0.1310,0.1980, 0.0990,13.7256,15.6887,609,-5.2957719930395735,70.95123104445801,15.983722047682233,14.325577014346417,13.538501929144195,8.66562298619637,-1.7776353757576049,11.446531411631273,0.9025882647396665,0.24375717493545881,5,,
1.7750,30.00,0,1.7438,38.7551,1.1745,0.1315,0.1315, 0.12,0.1419,0.0561,0.0852,0.5922,0.1567,0.1255,0.1006, 0.6062,0.1912,0.1367,0.1367,0.6577,0.2017,0.1336 ,0.1297,0.1980, 0.0990,13.9419,15.9630,674,-5.491848765258678,71.10053447014381,15.722257553319311,14.210263894413703,13.16354748152666,8.606178154385134,-2.0746990329226516,11.17445834057782,0.8942431451455912,0.24295591471881262,5,,
1.7750,30.00,0,1.7492,39.7071,1.1756,0.1326,0.1326, 0.12,0.1413,0.0567,0.0854,0.5882,0.1527,0.1250,0.1018, 0.6008,0.1858,0.1373,0.1373,0.6528,0.1968,0.1339 ,0.1302,0.1980, 0.0990,14.0144,15.9759,682,-5.316764358465852,71.15546364385385,15.722257553319311,14.210263894413703,13.16354748152666,8.606178154385134,-2.161998299329159,11.204827054320248,0.8936263713681283,0.23859949671347527,5,,
1.7750,30.00,0,1.6777,37.5322,1.1553,0.1347,0.1347, 0.12,0.1352,0.0628,0.0864,0.5848,0.1493,0.1241,0.1021, 0.5970,0.1820,0.1365,0.1365,0.6474,0.1914,0.1347 ,0.1312,0.1980, 0.0990,13.5132,15.6571,740,-4.342040639425046,70.19192115240591,15.77604330267953,14.263971952745033,13.388074394765532,8.767381526807632,-1.487073480617278,11.68859424187737,0.8968511591937608,0.23506978799323772,5,,
1.7750,30.00,0,1.6610,37.2213,1.1412,0.1403,0.1403, 0.13,0.1352,0.0628,0.0855,0.5835,0.1480,0.1227,0.1015, 0.5972,0.1822,0.1343,0.1343,0.6423,0.1863,0.1355 ,0.1323,0.1980, 0.0990,13.4490,15.5726,769,-4.882123765855779,70.55934836133176,16.031359394309455,14.369432242699139,13.462616595929743,8.634782780681416,-0.905895681588275,11.90753304093383,0.9082097997161073,0.2390761826431909,5,,
1.7750,30.00,0,1.6777,38.0592,1.1391,0.1405,0.1405, 0.13,0.1362,0.0618,0.0857,0.5815,0.1460,0.1213,0.1010, 0.5936,0.1786,0.1337,0.1337,0.6399,0.1839,0.1340 ,0.1309,0.1980, 0.0990,13.6212,15.5876,777,-4.829721478265555,70.68158491494488,15.941930592442654,14.334777602292327,13.524129500460235,8.65222877136891,-0.8367587835289808,11.869553608191058,0.9062492919012761,0.23543351727472425,5,,
1.7750,30.00,0,1.6688,37.7041,1.1409,0.1363,0.1363, 0.13,0.1368,0.0612,0.0847,0.5832,0.1477,0.1198,0.0996, 0.5954,0.1804,0.1321,0.1321,0.6393,0.1833,0.1320 ,0.1289,0.1980, 0.0990,13.5965,15.5627,806,-5.751341311783898,70.73061558334663,15.701454143513983,14.337096239938255,13.462891837259717,8.482438875988484,-0.5605916409419242,11.838317681407212,0.9108401800298153,0.23313118735254754,5,,
1.7750,30.00,0,1.6674,37.3088,1.1406,0.1358,0.1358, 0.13,0.1375,0.0605,0.0839,0.5822,0.1467,0.1194,0.0999, 0.5969,0.1819,0.1304,0.1304,0.6338,0.1778,0.1339 ,0.1306,0.1980, 0.0990,13.6610,15.5225,837,-6.268711071885093,70.42843312170565,15.957557161218558,14.29996599687893,13.28808738431527,8.368773793947948,-0.4237239144128018,11.71329305877495,0.9267931522168616,0.2466720303349314,5,,
1.7750,30.00,0,1.6783,38.2583,1.1408,0.1357,0.1357, 0.13,0.1376,0.0604,0.0838,0.5836,0.1481,0.1178,0.0986, 0.5980,0.1830,0.1287,0.1287,0.6334,0.1774,0.1320 ,0.1288,0.1980, 0.0990,13.8036,15.6224,841,-5.837951771631304,70.53687340359686,15.931890998290564,14.241718470026209,13.279861008993626,8.352227766336513,-0.4600485433663282,11.697595003141727,0.9297145920217748,0.24359622120814875,5,,
1.7750,30.00,0,1.6720,37.9655,1.1415,0.1355,0.1355, 0.13,0.1383,0.0597,0.0830,0.5839,0.1484,0.1165,0.0976, 0.5994,0.1844,0.1272,0.1272,0.6308,0.1748,0.1310 ,0.1279,0.1980, 0.0990,13.8104,15.5856,869,-4.819254338351735,70.6239052548954,15.981078736344562,14.328871031841553,13.244091376447956,8.437601465026527,-0.3338865922123373,11.574180983710919,0.9373765000102539,0.24421236648474046,5,,
1.7750,30.00,0,1.6877,38.7673,1.1420,0.1352,0.1352, 0.13,0.1384,0.0596,0.0828,0.5845,0.1490,0.1152,0.0965, 0.5983,0.1833,0.1256,0.1256,0.6314,0.1754,0.1293 ,0.1262,0.1980, 0.0990,13.9878,15.6922,875,-4.95506989538478,70.67541702461851,15.80131334341013,14.314006553581907,13.367099246916325,8.530843916128374,-0.35581728543786006,11.543349363823806,0.935095556459923,0.2411744530203099,5,,
1.7750,30.00,0,1.6782,38.3697,1.1506,0.1363,0.1363, 0.13,0.1391,0.0589,0.0819,0.5829,0.1474,0.1140,0.0959, 0.5967,0.1817,0.1244,0.1244,0.6284,0.1724,0.1289 ,0.1260,0.1980, 0.0990,13.9752,15.5970,906,-5.264024754230865,70.52459667870967,15.678699738052718,14.245155244849038,13.291972293269573,8.542887712128225,-0.1651169462561932,11.436102158193723,0.9380436245902837,0.2385497147585523,5,,
1.7650,40.00,0,1.9435,38.1669,0.5000,0.5000,0.5000, 0.39,0.4466,-0.2716,0.1880,0.5392,0.0942,0.4120,0.1607, 0.8726,0.4426,0.1802,0.1802,1.0000,0.5400,0.0000 ,0.0000,0.1750, 0.0875,11.6348,10.1624,10,-28.077687356608667,34.02662972102193,1,0.0,1,0.0,-16.82330874945773,19.345393411016868,0.30887468088114445,0.30887468088114445,5,,
1.7650,40.00,0,2.1866,65.3632,0.8481,0.4342,0.4342, 0.30,0.3477,-0.1727,0.2054,0.5615,0.1165,0.3208,0.1725, 0.7962,0.3662,0.2046,0.2046,0.9057,0.4457,0.1633 ,0.1633,0.1750, 0.0875,18.3797,15.0134,18,-20.14254673678584,55.02899784530829,5.70014093572896,7.660416941938825,11.856767555753358,6.915399656230662,-26.440152456093976,18.444855468745168,0.5093548231359777,0.3794561290452282,5,,
1.7650,40.00,0,1.9914,53.1566,1.1363,0.2705,0.2705, 0.16,0.2849,-0.1099,0.1615,0.5270,0.0820,0.2766,0.1958, 0.7241,0.2941,0.2329,0.2329,0.8137,0.3537,0.2349 ,0.2261,0.1750, 0.0875,20.0591,12.6479,36,-17.02155984353972,63.05612006793541,18.244587545122577,14.614966995765464,10.330070762335449,7.714554173151374,-19.48640709480579,16.360722674991802,0.6264010748132264,0.38612134167586903,5,,
1.7650,40.00,0,2.1227,51.2634,1.0967,0.2263,0.2263, 0.16,0.3072,-0.1322,0.1547,0.5571,0.1121,0.2503,0.1728, 0.7126,0.2826,0.2142,0.2142,0.7896,0.3296,0.2211 ,0.2139,0.1750, 0.0875,22.0427,13.8921,52,-32.90866070927861,58.12169441469444,13.176067094876501,13.125946867993576,13.101673636469759,9.90788720831506,-21.14769503343855,14.778671063126383,0.6969640664031561,0.37307947615292447,5,,
1.7650,40.00,0,2.1339,50.3343,1.1005,0.1912,0.1912, 0.14,0.2871,-0.1121,0.1407,0.5499,0.1049,0.2269,0.1654, 0.6858,0.2558,0.2089,0.2089,0.7498,0.2898,0.2268 ,0.2215,0.1750, 0.0875,22.8682,13.5666,68,-22.969507383116035,64.10440715276533,17.00729998430371,15.769283235812441,10.52928101891207,9.895813285749867,-17.144096898824824,15.270938012720707,0.7522381614622626,0.3623070164862017,5,,
1.7650,40.00,0,2.1229,49.9261,1.1119,0.1746,0.1746, 0.12,0.2966,-0.1216,0.1360,0.5628,0.1178,0.2110,0.1523, 0.6812,0.2512,0.1958,0.1958,0.7333,0.2733,0.2166 ,0.2121,0.1750, 0.0875,22.9781,13.3608,83,-25.35655003577706,63.674740127236426,13.888249820497446,15.373027897321167,11.600313752101508,10.571900215512576,-16.50381405746666,14.520196367857034,0.794765865514309,0.35123449246341143,5,,
1.7650,40.00,0,2.1231,48.7645,1.1180,0.1564,0.1564, 0.11,0.2804,-0.1054,0.1296,0.5569,0.1119,0.1975,0.1477, 0.6677,0.2377,0.1885,0.1885,0.7049,0.2449,0.2194 ,0.2158,0.1750, 0.0875,23.5788,13.3151,100,-22.36945110852135,64.18027459572838,15.598141878023307,16.449090251245842,10.73349735069491,10.322179956047464,-13.41289160545871,15.700980661831583,0.8418783834272339,0.3514001785965626,5,,
1.7650,40.00,0,2.1029,49.7590,1.1200,0.1464,0.1464, 0.10,0.2860,-0.1110,0.1318,0.5659,0.1209,0.1872,0.1388, 0.6640,0.2340,0.1791,0.1791,0.6980,0.2380,0.2092 ,0.2059,0.1750, 0.0875,23.4700,13.5179,113,-24.439004674928302,62.880142021288535,15.598141878023307,16.449090251245842,10.73349735069491,10.322179956047464,-12.943001964845745,15.311178286097393,0.858521264912078,0.33463074847726737,5,,
1.7650,40.00,0,1.7414,38.8274,1.1232,0.1447,0.1447, 0.10,0.2350,-0.0600,0.1468,0.5665,0.1215,0.1774,0.1325, 0.6526,0.2226,0.1746,0.1746,0.6895,0.2295,0.2012 ,0.1983,0.1750, 0.0875,19.3191,14.7901,170,-22.211565049158896,58.38486588683897,15.598141878023307,16.449090251245842,10.73349735069491,10.322179956047464,-7.836005185693841,16.364113612135565,0.8616989355025253,0.31760170395834325,5,,
1.7650,40.00,0,1.7804,42.4805,1.1269,0.1435,0.1435, 0.10,0.2364,-0.0614,0.1476,0.5834,0.1384,0.1779,0.1335, 0.6660,0.2360,0.1730,0.1730,0.6883,0.2283,0.1927 ,0.1899,0.1750, 0.0875,19.2958,15.0295,175,-22.01999394979025,57.956058630895484,15.892151065996552,16.476693295131074,11.14328054061464,10.7271688080316,-6.958256238807322,17.090361421897374,0.8928759883408808,0.31846640641701596,5,,
1.7650,40.00,0,1.8441,46.1540,1.1322,0.1475,0.1475, 0.11,0.2359,-0.0609,0.1461,0.5924,0.1474,0.1725,0.1286, 0.6677,0.2377,0.1663,0.1663,0.6881,0.2281,0.1851 ,0.1824,0.1750, 0.0875,19.9062,15.4025,179,-23.174041197014084,57.824670838957196,15.892151065996552,16.476693295131074,11.14328054061464,10.7271688080316,-5.970972210578009,18.14710672995776,0.9021709485294377,0.3064628419272546,5,,
1.7650,40.00,0,1.9287,47.8062,1.1389,0.1527,0.1527, 0.11,0.2339,-0.0589,0.1407,0.5909,0.1459,0.1680,0.1277, 0.6537,0.2237,0.1680,0.1680,0.6871,0.2271,0.1784 ,0.1758,0.1750, 0.0875,20.4900,15.4116,194,-22.87134132055402,58.75663698810052,15.892151065996552,16.476693295131074,11.14328054061464,10.7271688080316,-4.291307761782188,18.752328411803358,0.8866130296971468,0.2993317301249476,5,,
1.7650,40.00,0,1.9445,50.1377,1.1392,0.1542,0.1542, 0.12,0.2401,-0.0651,0.1404,0.5870,0.1420,0.1632,0.1263, 0.6504,0.2204,0.1628,0.1628,0.6728,0.2128,0.1805 ,0.1783,0.1750, 0.0875,20.3512,15.1877,204,-21.41282536239423,59.64511193667433,15.808511569913598,16.35866492324531,11.534669254876851,11.0789478901578,-3.2860930186784576,18.91125613973353,0.9147134959326482,0.3057201205418226,5,,
1.7650,40.00,0,2.0348,52.9695,1.1353,0.1563,0.1563, 0.12,0.2400,-0.0650,0.1385,0.5973,0.1523,0.1620,0.1254, 0.6552,0.2252,0.1586,0.1586,0.6774,0.2174,0.1757 ,0.1735,0.1750, 0.0875,21.0840,15.6229,210,-23.09968096209917,59.607047811977,15.632579742677997,16.095312492716914,11.76512821420889,10.887087036782695,-2.1969132006697376,19.723717645476665,0.9185366235157135,0.2956999056933606,5,,
1.7650,40.00,0,2.1323,52.1048,1.1638,0.1623,0.1623, 0.13,0.2439,-0.0689,0.1354,0.5968,0.1518,0.1576,0.1228, 0.6551,0.2251,0.1539,0.1539,0.6684,0.2084,0.1742 ,0.1722,0.1750, 0.0875,21.5059,15.3837,237,-22.058792124289745,60.3515992545923,13.925469858856351,15.640972916660592,12.388186481861075,11.470768893046543,-1.4364343692879058,19.164251390813625,0.9391840037510467,0.2972679712760985,5,,
1.7650,40.00,0,2.2021,53.1184,1.1674,0.1606,0.1606, 0.13,0.2399,-0.0649,0.1320,0.5937,0.1487,0.1557,0.1226, 0.6427,0.2127,0.1581,0.1581,0.6679,0.2079,0.1694 ,0.1674,0.1750, 0.0875,21.8958,15.3592,253,-22.363412064888948,60.604008862626344,14.692914025168962,15.940567449822211,11.992801473872971,11.185355626760007,-0.8744229296117406,19.07048320241571,0.9225170990139782,0.2959977803992362,5,,
1.7650,40.00,0,2.1959,54.5136,1.1662,0.1620,0.1620, 0.13,0.2423,-0.0673,0.1321,0.5866,0.1416,0.1540,0.1242, 0.6347,0.2047,0.1576,0.1576,0.6565,0.1965,0.1717 ,0.1691,0.1750, 0.0875,21.6906,15.1607,265,-22.842883748702356,60.449662115557956,14.166605797019024,15.727741678716662,12.08739296726966,10.979030153040364,-1.3574769351341407,18.834528428317874,0.9313164929945288,0.2899370658106208,5,,
1.7650,40.00,0,2.2247,56.3331,1.1605,0.1643,0.1643, 0.14,0.2410,-0.0660,0.1333,0.5862,0.1412,0.1498,0.1212, 0.6329,0.2029,0.1538,0.1538,0.6515,0.1915,0.1688 ,0.1663,0.1750, 0.0875,21.7164,15.1604,274,-23.961509659437937,59.93069050214673,14.157668684662774,15.491503769292619,11.875685303098859,10.892616301605768,-1.016339932526981,18.657100779667132,0.9389895432067844,0.2840754651038265,5,,
1.7650,40.00,0,2.1530,52.6977,1.1344,0.1517,0.1517, 0.13,0.2378,-0.0628,0.1320,0.5922,0.1472,0.1482,0.1198, 0.6363,0.2063,0.1509,0.1509,0.6541,0.1941,0.1651 ,0.1626,0.1750, 0.0875,20.4832,15.5303,317,-22.006281355482912,60.08387149105403,13.764688687002911,14.912581034239956,12.361885225196316,11.097218627731083,-3.4679788633355106,19.324936914080666,0.9419544390206935,0.27718396042487187,5,,
1.7650,40.00,0,2.1752,52.5981,1.1371,0.1527,0.1527, 0.13,0.2355,-0.0605,0.1294,0.5915,0.1465,0.1467,0.1197, 0.6285,0.1985,0.1516,0.1516,0.6556,0.1956,0.1614 ,0.1590,0.1750, 0.0875,20.7803,15.5987,335,-20.11713524995421,61.19019373810046,14.429458419308727,14.867986166213807,12.110389979778299,10.547118594791602,-4.294932024232188,19.342969053629435,0.9293548022174657,0.27631023922543035,5,,
1.7650,40.00,0,2.1577,53.3987,1.1374,0.1538,0.1538, 0.13,0.2404,-0.0654,0.1311,0.5887,0.1437,0.1443,0.1188, 0.6269,0.1969,0.1485,0.1485,0.6476,0.1876,0.1623 ,0.1601,0.1750, 0.0875,20.6598,15.4508,346,-19.418212747179542,61.49069764290923,13.588186128981947,14.661742409924964,12.543430768716123,10.394700040424668,-4.501322132409431,19.15533998562259,0.9439631758468526,0.27813397935015477,5,,
1.7650,40.00,0,2.1916,55.1705,1.1358,0.1544,0.1544, 0.14,0.2406,-0.0656,0.1305,0.5928,0.1478,0.1424,0.1171, 0.6293,0.1993,0.1459,0.1459,0.6489,0.1889,0.1590 ,0.1568,0.1750, 0.0875,20.9470,15.5604,351,-19.802928433027493,61.66312173454177,13.380936874503545,14.574397432215141,12.33711359408872,10.380802171250469,-4.840168622088471,19.234800239277774,0.9469120052653439,0.2723718048167971,5,,
1.7650,40.00,0,2.2163,55.3645,1.1380,0.1548,0.1548, 0.14,0.2393,-0.0643,0.1280,0.5937,0.1487,0.1402,0.1155, 0.6259,0.1959,0.1439,0.1439,0.6503,0.1903,0.1559 ,0.1538,0.1750, 0.0875,21.2364,15.5662,366,-18.691248770890944,62.23683335854282,14.582549135932231,15.552085249648165,11.75404617656561,10.257641321013939,-4.89289065892298,18.98435751634986,0.9406342919700725,0.2683313675172917,5,,
1.7650,40.00,0,2.2232,55.5409,1.1404,0.1555,0.1555, 0.14,0.2445,-0.0695,0.1297,0.5937,0.1487,0.1376,0.1136, 0.6265,0.1965,0.1411,0.1411,0.6463,0.1863,0.1541 ,0.1521,0.1750, 0.0875,21.3433,15.4599,381,-18.163023033860696,62.404908365749755,14.353557606293549,15.487716205398637,11.959127554468516,10.289824657233584,-4.836094095061437,18.730952262122994,0.9497885949471845,0.26670748807237143,5,,
1.7650,40.00,0,2.2439,55.7192,1.1411,0.1551,0.1551, 0.14,0.2425,-0.0675,0.1277,0.5928,0.1478,0.1360,0.1129, 0.6212,0.1912,0.1410,0.1410,0.6466,0.1866,0.1513 ,0.1493,0.1750, 0.0875,21.5686,15.4213,396,-18.670736259522386,62.283672702728964,14.803059734714154,15.873800463521228,11.681259766098595,10.222014131488377,-4.783116869546056,18.54417729213429,0.9417699170110703,0.26458360479940823,5,,
1.7650,40.00,0,2.2485,56.8330,1.1431,0.1548,0.1548, 0.14,0.2418,-0.0668,0.1270,0.5890,0.1440,0.1353,0.1129, 0.6144,0.1844,0.1429,0.1429,0.6434,0.1834,0.1495 ,0.1476,0.1750, 0.0875,21.7330,15.3583,403,-17.782726281496096,62.60609824555869,14.803059734714154,15.873800463521228,11.681259766098595,10.222014131488377,-4.451341886197873,18.597341172891802,0.9355756926269247,0.261551723514442,5,,
1.7650,40.00,0,2.2450,57.0545,1.1378,0.1528,0.1528, 0.14,0.2438,-0.0688,0.1277,0.5874,0.1424,0.1331,0.1114, 0.6117,0.1817,0.1412,0.1412,0.6403,0.1803,0.1478 ,0.1459,0.1750, 0.0875,21.6418,15.3102,417,-16.553593221961453,62.63658890349438,15.153629377345398,16.438031366402818,11.76174948670212,10.241466172160957,-4.734990551440451,18.434546924641342,0.9366543715322955,0.25689984515967934,5,,
1.7650,40.00,0,2.1574,54.3621,1.1271,0.1524,0.1524, 0.14,0.2349,-0.0599,0.1343,0.5863,0.1413,0.1321,0.1113, 0.6130,0.1830,0.1390,0.1390,0.6342,0.1742,0.1490 ,0.1470,0.1750, 0.0875,20.7624,15.4693,455,-15.807176638198296,61.4819884921794,15.153629377345398,16.438031366402818,11.76174948670212,10.241466172160957,-3.0985972535876174,18.785673338847634,0.9535338849863485,0.2677675424985504,5,,
1.7650,40.00,0,2.1830,55.6703,1.1274,0.1525,0.1525, 0.14,0.2341,-0.0591,0.1338,0.5888,0.1438,0.1306,0.1100, 0.6145,0.1845,0.1370,0.1370,0.6352,0.1752,0.1467 ,0.1447,0.1750, 0.0875,21.0566,15.6399,460,-16.458007584348096,61.46307479144777,15.13707512677087,16.388884862688094,11.779244226281776,10.212430153726025,-2.702750752167656,19.070321401094034,0.9546880891968081,0.26334029003416803,5,,
1.7650,40.00,0,2.1912,55.8143,1.1298,0.1527,0.1527, 0.14,0.2325,-0.0575,0.1322,0.5874,0.1424,0.1288,0.1089, 0.6113,0.1813,0.1360,0.1360,0.6334,0.1734,0.1447 ,0.1429,0.1750, 0.0875,21.2166,15.5760,474,-15.103250237698338,61.92476737381559,15.154739062443317,16.111180696394324,11.524675507125385,10.096402992561416,-2.272889645072513,19.052196402270035,0.9525659226765892,0.2593186848726288,5,,
1.7650,40.00,0,2.1867,56.3383,1.1303,0.1521,0.1521, 0.14,0.2351,-0.0601,0.1325,0.5859,0.1409,0.1270,0.1077, 0.6097,0.1797,0.1342,0.1342,0.6301,0.1701,0.1437 ,0.1420,0.1750, 0.0875,21.1944,15.4779,485,-14.360704644022006,62.10397482372014,14.842610478344945,15.875391888841717,11.633893806438893,10.02633826385459,-2.019650638270994,18.950130486793423,0.956055412913011,0.2559730649782417,5,,
1.7650,40.00,0,2.2269,55.8577,1.1295,0.1512,0.1512, 0.14,0.2336,-0.0586,0.1303,0.5870,0.1420,0.1256,0.1065, 0.6084,0.1784,0.1324,0.1324,0.6315,0.1715,0.1418 ,0.1401,0.1750, 0.0875,21.5882,15.5215,505,-14.248696524410134,62.22672692118475,15.031645743273925,15.829880089923549,11.294692448776953,9.92462044018244,-1.666578523483322,18.943130467404526,0.9524462043437725,0.25289035736313703,5,,
1.7650,40.00,0,2.2351,55.9139,1.1354,0.1487,0.1487, 0.13,0.2356,-0.0606,0.1298,0.5885,0.1435,0.1240,0.1052, 0.6097,0.1797,0.1308,0.1308,0.6312,0.1712,0.1398 ,0.1381,0.1750, 0.0875,21.7040,15.4600,520,-14.86624592530828,62.133398918172766,14.4394636216661,15.702408665486482,11.447318470675242,9.972613313356263,-1.3925259367799507,18.891577224226968,0.9554177277043322,0.2497277216745458,5,,
1.7650,40.00,0,2.2396,55.9035,1.1363,0.1484,0.1484, 0.13,0.2338,-0.0588,0.1286,0.5878,0.1428,0.1229,0.1045, 0.6064,0.1764,0.1304,0.1304,0.6312,0.1712,0.1378 ,0.1361,0.1750, 0.0875,21.8020,15.3922,535,-14.726472544789337,62.14650254797449,14.845465165745244,15.860755907972178,11.075907631831004,9.854503770845072,-1.4074140924585097,18.700384308313275,0.9502794105964623,0.24795117775700723,5,,
1.7650,40.00,0,2.2289,56.0554,1.1429,0.1483,0.1483, 0.13,0.2351,-0.0601,0.1278,0.5866,0.1416,0.1214,0.1035, 0.6050,0.1750,0.1289,0.1289,0.6287,0.1687,0.1368 ,0.1352,0.1750, 0.0875,21.7220,15.2810,549,-15.443028993529866,61.92979665787801,14.809272073825312,15.831149524068854,11.166555797676164,9.916919945734566,-1.2927785594351466,18.565249532672162,0.9524972600604285,0.24483499478427143,5,,
1.6800,59.00,0,1.2856,16.9287,0.5000,0.5000,0.5000, 0.39,0.1620,0.0130,0.1923,0.4983,0.0533,0.4083,0.2169, 0.8316,0.4016,0.2381,0.2381,1.0000,0.5400,0.0000 ,0.0000,0.1750, 0.0875,9.4431,11.3543,23,-18.064065143400317,70.71502348810067,28.4873020750107,21.090478004256248,26.992540397524568,27.61544626465314,-7.362784872517065,13.64358145283987,0.2474204388336628,0.2474204388336628,5,,
1.6800,59.00,0,1.3483,33.8342,0.8942,0.2986,0.2986, 0.24,0.1929,-0.0179,0.1738,0.4919,0.0469,0.3171,0.2284, 0.7531,0.3231,0.2470,0.2470,0.8617,0.4017,0.2395 ,0.2282,0.1750, 0.0875,12.2250,11.8928,34,-10.86155850778409,73.75254116867131,20.435016478538238,19.769918988282416,24.438971555250703,23.24757389586294,-11.10093946157965,16.472929559434007,0.5510307625257488,0.47452050149590097,5,,
1.6800,59.00,0,1.5257,36.7563,0.9166,0.2564,0.2564, 0.21,0.1676,0.0074,0.1485,0.5038,0.0588,0.2688,0.2028, 0.7064,0.2764,0.2399,0.2399,0.7989,0.3389,0.2483 ,0.2410,0.1750, 0.0875,16.2563,13.8431,51,-14.64854774505949,73.18081454497529,22.802266915484196,20.576341112354843,20.49413557047333,21.300040100096265,-13.477715152571962,15.977908673391362,0.6504590471426088,0.44557292455948777,5,,
1.6800,59.00,0,1.6684,47.7828,0.9369,0.2458,0.2458, 0.19,0.1648,0.0102,0.1435,0.5210,0.0760,0.2393,0.1801, 0.6870,0.2570,0.2232,0.2232,0.7612,0.3012,0.2418 ,0.2363,0.1750, 0.0875,18.1858,15.0582,55,-10.386001638219282,74.75663211121469,21.10653647023328,19.847438008067403,19.126190473236143,20.32162346219235,-12.26709861555782,16.018135024060836,0.72625878504501,0.42639252566700414,5,,
1.6800,59.00,0,1.6489,49.1091,0.9962,0.2125,0.2125, 0.16,0.1828,-0.0078,0.1494,0.5286,0.0836,0.2172,0.1646, 0.6661,0.2361,0.2129,0.2129,0.7360,0.2760,0.2323 ,0.2278,0.1750, 0.0875,18.3874,14.8040,69,-12.254891843237393,72.32295176259322,17.61910767869071,18.25698510335093,23.798087661697323,20.410011841801445,-14.966123398978512,17.300212238723716,0.7594942872913534,0.39627239957938754,5,,
1.6800,59.00,0,1.7880,56.1383,1.0142,0.2075,0.2075, 0.15,0.1787,-0.0037,0.1441,0.5329,0.0879,0.2009,0.1538, 0.6465,0.2165,0.2058,0.2058,0.7195,0.2595,0.2216 ,0.2177,0.1750, 0.0875,19.4360,15.0139,76,-15.41274181211059,71.64618061010283,18.334108405305724,18.647731381751285,23.058581582298658,19.962806405364756,-16.106208028467133,17.37831911727782,0.7713825509158097,0.36803081821938827,5,,
1.6800,59.00,0,1.9622,60.3320,1.0470,0.1866,0.1866, 0.13,0.1723,0.0027,0.1353,0.5389,0.0939,0.1877,0.1434, 0.6392,0.2092,0.1951,0.1951,0.7035,0.2435,0.2138 ,0.2105,0.1750, 0.0875,20.5050,15.1917,88,-15.824459481103643,71.92236161809764,19.864136346523672,18.961023306551752,21.055283643927247,19.180803921755956,-14.723770908323438,16.769367273240814,0.8012868222156093,0.35323604835595773,5,,
1.6800,59.00,0,2.0858,62.5956,1.0559,0.1652,0.1652, 0.12,0.1853,-0.0103,0.1356,0.5393,0.0943,0.1764,0.1360, 0.6310,0.2010,0.1867,0.1867,0.6858,0.2258,0.2097 ,0.2068,0.1750, 0.0875,21.1721,14.9140,102,-15.236938185873466,72.05459953304808,18.27211351371258,18.049510980107897,21.10585491874382,18.21262932363828,-15.275235517132627,16.271947159375785,0.8298686937718894,0.34270559609355633,5,,
1.6800,59.00,0,2.1773,68.5266,1.0588,0.1608,0.1608, 0.11,0.1823,-0.0073,0.1332,0.5378,0.0928,0.1671,0.1305, 0.6192,0.1892,0.1819,0.1819,0.6734,0.2134,0.2037 ,0.2012,0.1750, 0.0875,22.0861,15.1453,107,-15.505288588321656,72.43733750215938,18.765679383521984,18.331440648965565,20.82471750329055,18.207044405433102,-15.557656594617209,16.001978761293508,0.838050250147497,0.3260442513172115,5,,
1.6800,59.00,0,2.3025,65.7143,1.0686,0.1452,0.1452, 0.10,0.1797,-0.0047,0.1270,0.5379,0.0929,0.1609,0.1273, 0.6057,0.1757,0.1798,0.1798,0.6690,0.2090,0.1956 ,0.1932,0.1750, 0.0875,22.3840,14.8280,132,-9.319003731690295,71.70589519459989,18.977819488941588,18.497970621336485,20.452275263205028,18.19006721420083,-12.97954703079496,15.895657154526898,0.8289106695742289,0.3122116197834831,5,,
